thisRow.t,notes,trial.started,fondo_eleccion.started,textbox_1_metro.started,textbox_2_metro.started,textbox_1_metro.stopped,textbox_2_metro.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07357229944318533,0.08296460006386042,0.08296460006386042,0.08296460006386042,1.0715851997956634,1.0715851997956634,,,,,,,,,
