thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,textbox.started,textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07624649908393621,0.08575489930808544,0.08575489930808544,0.08575489930808544,1.0776461996138096,,,,,,,,,
