thisRow.t,notes,trial.started,fondo.started,textbox.started,textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.06838189996778965,0.07329840026795864,0.07329840026795864,1.0606821002438664,,,,,,,,,
