thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0811672005802393,0.08733080048114061,0.08733080048114061,0.08733080048114061,,,,,,,,,
