thisRow.t,notes,trial.started,fondo.started,textbox.started,textbox_2.started,textbox_3.started,textbox_4.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07377799972891808,0.08629950042814016,0.08629950042814016,0.08629950042814016,0.08629950042814016,0.08629950042814016,,,,,,,,,
