thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07346870005130768,0.07950029987841845,0.07950029987841845,,,,,,,,,
