block,task,hora,uber_cost,uber_travel_time,uber_driver_gender,uber_stars,uber_record,uber_travels,metro_cost,metro_travel_time,metro_users,metro_inf,metro_guards,metro_dens,cam_travel_time,cam_sec,cam_light,cam_dens,thisN,thisTrialN,thisRepN,hora_inicio_viaje_roi.numLooks,hora_inicio_viaje_roi.timesOn,hora_inicio_viaje_roi.timesOff,cam_cost_roi.numLooks,cam_cost_roi.timesOn,cam_cost_roi.timesOff,cam_travel_time_roi.numLooks,cam_travel_time_roi.timesOn,cam_travel_time_roi.timesOff,cam_dens_roi.numLooks,cam_dens_roi.timesOn,cam_dens_roi.timesOff,cam_light_roi.numLooks,cam_light_roi.timesOn,cam_light_roi.timesOff,cam_sec_roi.numLooks,cam_sec_roi.timesOn,cam_sec_roi.timesOff,metro_cost_roi.numLooks,metro_cost_roi.timesOn,metro_cost_roi.timesOff,metro_travel_time_roi.numLooks,metro_travel_time_roi.timesOn,metro_travel_time_roi.timesOff,metro_dens_roi.numLooks,metro_dens_roi.timesOn,metro_dens_roi.timesOff,metro_inf_roi.numLooks,metro_inf_roi.timesOn,metro_inf_roi.timesOff,metro_guards_roi.numLooks,metro_guards_roi.timesOn,metro_guards_roi.timesOff,metro_users_roi.numLooks,metro_users_roi.timesOn,metro_users_roi.timesOff,uber_cost_roi.numLooks,uber_cost_roi.timesOn,uber_cost_roi.timesOff,uber_travel_time_roi.numLooks,uber_travel_time_roi.timesOn,uber_travel_time_roi.timesOff,uber_stars_roi.numLooks,uber_stars_roi.timesOn,uber_stars_roi.timesOff,uber_gender_roi.numLooks,uber_gender_roi.timesOn,uber_gender_roi.timesOff,uber_travels_roi.numLooks,uber_travels_roi.timesOn,uber_travels_roi.timesOff,uber_record_roi.numLooks,uber_record_roi.timesOn,uber_record_roi.timesOff,respuesta.keys,respuesta.rt,respuesta.duration,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,wait.started,text.started,etRecord.started,wait.stopped,trial.started,fondo.started,hora_inicio_viaje_text.started,cam_cost_text.started,cam_travel_time_text.started,cam_dens_text.started,cam_light_text.started,cam_sec_text.started,metro_cost_text.started,metro_travel_time_text.started,metro_dens_text.started,metro_inf_text.started,metro_guards_text.started,metro_users_text.started,uber_cost_text.started,uber_travel_time_text.started,uber_stars_text.started,uber_gender_text.started,uber_travels_text.started,uber_record_text.started,hora_inicio_viaje_roi.started,cam_cost_roi.started,cam_travel_time_roi.started,cam_dens_roi.started,cam_light_roi.started,cam_sec_roi.started,metro_cost_roi.started,metro_travel_time_roi.started,metro_dens_roi.started,metro_inf_roi.started,metro_guards_roi.started,metro_users_roi.started,uber_cost_roi.started,uber_travel_time_roi.started,uber_stars_roi.started,uber_gender_roi.started,uber_travels_roi.started,uber_record_roi.started,respuesta.started,trial.stopped,task.hora_inicio_viaje_roi.numLooks,task.hora_inicio_viaje_roi.timesOn,task.hora_inicio_viaje_roi.timesOff,task.cam_cost_roi.numLooks,task.cam_cost_roi.timesOn,task.cam_cost_roi.timesOff,task.cam_travel_time_roi.numLooks,task.cam_travel_time_roi.timesOn,task.cam_travel_time_roi.timesOff,task.cam_dens_roi.numLooks,task.cam_dens_roi.timesOn,task.cam_dens_roi.timesOff,task.cam_light_roi.numLooks,task.cam_light_roi.timesOn,task.cam_light_roi.timesOff,task.cam_sec_roi.numLooks,task.cam_sec_roi.timesOn,task.cam_sec_roi.timesOff,task.metro_cost_roi.numLooks,task.metro_cost_roi.timesOn,task.metro_cost_roi.timesOff,task.metro_travel_time_roi.numLooks,task.metro_travel_time_roi.timesOn,task.metro_travel_time_roi.timesOff,task.metro_dens_roi.numLooks,task.metro_dens_roi.timesOn,task.metro_dens_roi.timesOff,task.metro_inf_roi.numLooks,task.metro_inf_roi.timesOn,task.metro_inf_roi.timesOff,task.metro_guards_roi.numLooks,task.metro_guards_roi.timesOn,task.metro_guards_roi.timesOff,task.metro_users_roi.numLooks,task.metro_users_roi.timesOn,task.metro_users_roi.timesOff,task.uber_cost_roi.numLooks,task.uber_cost_roi.timesOn,task.uber_cost_roi.timesOff,task.uber_travel_time_roi.numLooks,task.uber_travel_time_roi.timesOn,task.uber_travel_time_roi.timesOff,task.uber_stars_roi.numLooks,task.uber_stars_roi.timesOn,task.uber_stars_roi.timesOff,task.uber_gender_roi.numLooks,task.uber_gender_roi.timesOn,task.uber_gender_roi.timesOff,task.uber_travels_roi.numLooks,task.uber_travels_roi.timesOn,task.uber_travels_roi.timesOff,task.uber_record_roi.numLooks,task.uber_record_roi.timesOn,task.uber_record_roi.timesOff,task.respuesta.keys,task.respuesta.rt,task.respuesta.duration,text.stopped,end.started,etRecord_2.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,1,Mañana (6:00-12:00),2300,13,Masculino,4.0,Viaje Grabado,500,690,33,None,0,0,Baja,90,Presencia policial,1,Alta,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,2.3260477999865543,None,0,0,0,0,0.01565929999924265,,0.011767499992856756,0.01565929999924265,0.01146619999781251,0.20998089999193326,0.2860400999925332,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,0.3278141999908257,2.675291199993808,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,2.3260477999865543,None,,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,2,Tarde (15:00-19:00),7800,32,Masculino,5.0,Viaje Grabado,500,1030,18,Más pax. hombres,2,1,Alta,60,Camaras via publica,1,Alta,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,b,0.7669792999950005,None,0,1,1,1,2.678089999986696,,2.675702499996987,2.678089999986696,0.00024280000070575625,2.8765023999876576,2.890208299999358,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,2.9245761999918614,3.694797699994524,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,b,0.7669792999950005,None,,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,3,Noche (19:00-23:00),5500,13,Femenino,4.0,Sin camaras,100,690,33,Más pax. mujeres,3,1,Media,60,Policia + camaras,1,Media,2,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,b,0.2993630999990273,None,0,2,2,2,3.697877399987192,,3.6951902999862796,3.697877399987192,0.0002322000073036179,3.8936856999935117,3.9011768999916967,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,3.9316630999965128,4.2330047999857925,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,b,0.2993630999990273,None,3.9316630999965128,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,4,Tarde (15:00-19:00),5500,13,Masculino,5.0,Viaje Grabado,500,870,33,None,3,2,Alta,60,Camaras via publica,0,Baja,3,3,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,2.2215179999911925,None,0,3,3,3,4.23572859998967,,4.233417899988126,4.23572859998967,0.00023069999588187784,4.426937899988843,4.430185099990922,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,4.459231699991506,6.692171399990912,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,2.2215179999911925,None,4.459231699991506,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,5,Mañana (6:00-12:00),5500,32,Femenino,4.0,Sin camaras,500,1030,33,Más pax. hombres,1,3,Alta,30,Policia + camaras,0,Baja,4,4,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.24500860000262037,None,0,4,4,4,6.694680299988249,,6.692564599987236,6.694680299988249,0.00023040000814944506,6.893139499996323,6.896555999992415,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,6.925572999985889,7.189851399991312,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.24500860000262037,None,,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,6,Tarde (15:00-19:00),2300,24,Femenino,4.5,Viaje Grabado,300,1030,33,Más pax. hombres,2,2,Alta,90,Presencia policial,0,Baja,5,5,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,4.565397599988501,None,0,5,5,5,7.192733299991232,,7.1902408999885665,7.192733299991232,0.00022950000129640102,7.376759499995387,7.380110699989018,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,7.408721999992849,11.977652399989893,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,4.565397599988501,None,7.408721999992849,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,7,Noche (19:00-23:00),5500,32,Masculino,4.0,Viaje Grabado,100,1030,18,Más pax. hombres,0,2,Alta,90,None,1,Media,6,6,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.7812128999939887,None,0,6,6,6,11.98072819999652,,11.978056199994171,11.98072819999652,0.00023469999723602086,12.176787099990179,12.180031699987012,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.208764399998472,12.997725699999137,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.7812128999939887,None,12.208764399998472,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,8,Mañana (6:00-12:00),7800,24,Masculino,5.0,Sin camaras,300,690,18,None,2,3,Media,30,Camaras via publica,1,Media,7,7,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.21911369998997543,None,0,7,7,7,13.000864499990712,,12.998119899988524,13.000864499990712,0.00024510000366717577,13.193537599989213,13.196967099996982,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.227571499999613,13.460687299986603,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.21911369998997543,None,13.227571499999613,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,9,Mañana (6:00-12:00),2300,32,Masculino,5.0,Sin camaras,300,1030,48,None,3,0,Baja,60,Presencia policial,1,Baja,8,8,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.18416019999131095,None,0,8,8,8,13.463607799989404,,13.461082599998917,13.463607799989404,0.0002317000034963712,13.660042299990891,13.663574399994104,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.692506199993659,13.891914499996346,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.18416019999131095,None,13.692506199993659,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
1,10,Tarde (15:00-19:00),7800,13,Femenino,4.0,Sin camaras,100,870,18,Más pax. mujeres,1,0,Baja,30,Camaras via publica,0,Baja,9,9,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.2269215999986045,None,0,9,9,9,13.894639899997856,,13.892324399988865,13.894639899997856,0.00024899998970795423,14.092787499990663,14.096134699997492,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.125406099992688,14.3553627999936,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,c,0.2269215999986045,None,,,,,996597,001,2025-11-11_20h34.57.888,v5-eye,,2025.1.1,60.08607931865538,2025-11-11 20h35.04.641102 -0300,
