thisN,thisTrialN,thisRepN,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,trial.started,fondo.started,cam_light.started,cam_travel_time.started,cam_cost.started,cam_dens.started,cam_sec.started,boton_caminata.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.126528799533844,,0.11082629952579737,0.126528799533844,0.126528799533844,0.126528799533844,0.126528799533844,0.126528799533844,0.126528799533844,0.126528799533844,,,,,,,,,
