block,task,hora,uber_cost,uber_travel_time,uber_driver_gender,uber_stars,uber_record,uber_travels,metro_cost,metro_travel_time,metro_users,metro_inf,metro_guards,metro_dens,cam_travel_time,cam_sec,cam_light,cam_dens,thisN,thisTrialN,thisRepN,respuesta.keys,respuesta.rt,respuesta.duration,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,wait.started,text.started,text.stopped,wait.stopped,trial.started,fondo.started,cam_inicio_viaje.started,cam_travel_time_text.started,cam_cost_text.started,cam_dens_text.started,cam_sec_text.started,metro_inicio_viaje_text.started,metro_travel_time_text.started,metro_cost_text.started,metro_dens_text.started,metro_users_text.started,uber_inicio_viaje_text.started,uber_travel_time_text.started,uber_cost_text.started,uber_stars_text.started,uber_gender_text.started,uber_record_text.started,respuesta.started,trial.stopped,task.respuesta.keys,task.respuesta.rt,task.respuesta.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,1,9,2300,13,0,4,1,500,690,33,0,0,0,-1,90,2,1,1,0,0,0,2,9.042418299999554,None,0,0,0,0,0.01342050000675954,,0.011078400013502687,0.01342050000675954,0.2706925999955274,0.1999552999914158,0.24260110000614077,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,0.2706925999955274,9.383265000011306,2,9.042418299999554,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,2,15,7800,32,0,5,1,500,1030,18,1,2,1,1,60,1,1,1,1,1,0,3,1.446640699985437,None,0,1,1,1,9.385192099987762,,9.383441399986623,9.385192099987762,9.615435799991246,9.583078299998306,9.593050800001947,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,9.615435799991246,11.07133390000672,3,1.446640699985437,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,3,21,5500,13,1,4,0,100,690,33,1,3,1,0,60,3,1,0,2,2,0,1,1.8225162000162527,None,0,2,2,2,11.082977599988226,,11.071470900002168,11.082977599988226,11.289589099993464,11.266539800009923,11.269019600003958,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,11.289589099993464,13.118473300011829,1,1.8225162000162527,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,4,15,5500,13,0,5,1,500,870,33,0,3,2,1,60,1,0,-1,3,3,0,2,0.5537272999936249,None,0,3,3,3,13.132907599996543,,13.118607999989763,13.132907599996543,13.33996909999405,13.3165500999894,13.31883539998671,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.33996909999405,13.901093699998455,2,0.5537272999936249,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,5,9,5500,32,1,4,0,500,1030,33,-1,1,3,1,30,3,0,-1,4,4,0,3,6.86845180002274,None,0,4,4,4,13.916366499994183,,13.901253899995936,13.916366499994183,14.122265399986645,14.099679200007813,14.102061000012327,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,14.122265399986645,21.001984700007597,3,6.86845180002274,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,6,15,2300,24,1,3,1,300,1030,33,-1,2,2,1,90,2,0,-1,5,5,0,2,0.4199440000229515,None,0,5,5,5,21.00368590001017,,21.00213849998545,21.00368590001017,21.22217679998721,21.19960349999019,21.201908299990464,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.22217679998721,21.654967599984957,2,0.4199440000229515,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,7,21,5500,32,0,4,1,100,1030,18,-1,0,2,1,90,0,1,0,6,6,0,1,0.32636100001400337,None,0,6,6,6,21.666064899996854,,21.655106499994872,21.666064899996854,21.87224100000458,21.849431100010406,21.851707599998917,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,21.87224100000458,22.204357599985087,1,0.32636100001400337,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,8,9,7800,24,0,5,0,300,690,18,0,2,3,0,30,1,1,0,7,7,0,1,0.2828041999891866,None,0,7,7,7,22.215749399998458,,22.204527900001267,22.215749399998458,22.421950999996625,22.39939589999267,22.40165379998507,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.421950999996625,22.719451699987985,1,0.2828041999891866,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,9,9,2300,32,0,5,0,300,1030,48,0,3,0,-1,60,2,1,-1,8,8,0,2,0.24532339998404495,None,0,8,8,8,22.73244779999368,,22.7195875000034,22.73244779999368,22.94049750000704,22.91594740000437,22.918226200010395,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,22.94049750000704,23.19062519998988,2,0.24532339998404495,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
1,10,15,7800,13,1,4,0,100,870,18,1,1,0,-1,30,1,0,-1,9,9,0,3,0.21139289997518063,None,0,9,9,9,23.199403000005987,,23.190790099994047,23.199403000005987,23.40544579998823,23.38279830000829,23.385098200000357,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.40544579998823,23.62156510000932,3,0.21139289997518063,None,487734,001,2025-11-10_13h32.23.831,v4-funcionando,,2025.1.1,59.99048551686283,2025-11-10 13h32.28.881911 -0300,
