thisRow.t,notes,trial.started,fondo.started,textbox.started,textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07074580062180758,0.07751400023698807,0.07751400023698807,1.0693346001207829,,,,,,,,,
