thisRow.t,notes,trial.started,fondo_eleccion.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07384820003062487,0.07879600021988153,0.07879600021988153,,,,,,,,,
