thisN,thisTrialN,thisRepN,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,trial.started,fondo.started,cam_light.started,cam_travel_time.started,cam_cost.started,cam_dens.started,cam_sec.started,boton_caminata.started,boton_caminata.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.08926170039921999,,0.07507710065692663,0.08926170039921999,0.08926170039921999,0.08926170039921999,0.08926170039921999,0.08926170039921999,0.08926170039921999,0.08926170039921999,0.08926170039921999,,,,,,,,,
