thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08212279994040728,0.08628400042653084,0.08628400042653084,,,,,,,,,
