thisRow.t,notes,trial.started,fondo_eleccion.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.06830930057913065,0.07360360026359558,0.07360360026359558,,,,,,,,,
