block,task,hora,uber_cost,uber_travel_time,uber_driver_gender,uber_stars,uber_record,uber_travels,metro_cost,metro_travel_time,metro_users,metro_inf,metro_guards,metro_dens,cam_travel_time,cam_sec,cam_light,cam_dens,thisN,thisTrialN,thisRepN,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,wait.started,text.started,etRecord.started,wait.stopped,trial.started,fondo.started,hora_inicio_viaje_text.started,cam_cost_text.started,cam_travel_time_text.started,cam_dens_text.started,cam_light_text.started,cam_sec_text.started,metro_cost_text.started,metro_travel_time_text.started,metro_dens_text.started,metro_inf_text.started,metro_guards_text.started,metro_users_text.started,uber_cost_text.started,uber_travel_time_text.started,uber_stars_text.started,uber_gender_text.started,uber_travels_text.started,uber_record_text.started,hora_inicio_viaje_roi.started,respuesta.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,1,Mañana (6:00-12:00),2300,13,Masculino,4.0,Viaje Grabado,500,690,33,None,0,0,Baja,90,Presencia policial,1,Alta,0,0,0,0,0,0,0,0.01421229999868956,,0.010116699999343837,0.01421229999868956,0.009679499999037944,0.21092329999919457,0.3219474999987142,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,0.3588477999983297,,,,,,,,,
