thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07697790022939444,0.08753770031034946,0.08753770031034946,0.08753770031034946,,,,,,,,,
