thisRow.t,notes,trial.started,metro_costo.started,fondo_eleccion.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07378940004855394,0.08030570019036531,0.08030570019036531,,,,,,,,,
