block,task,hora,uber_cost,uber_travel_time,uber_driver_gender,uber_stars,uber_record,uber_travels,metro_cost,metro_travel_time,metro_users,metro_inf,metro_guards,metro_dens,cam_travel_time,cam_sec,cam_light,cam_dens,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,wait.started,text.started,wait.stopped,trial.started,fondo.started,cam_inicio_viaje.started,cam_travel_time_text.started,cam_cost_text.started,cam_dens_text.started,cam_sec_text.started,metro_inicio_viaje_text.started,metro_travel_time_text.started,metro_cost_text.started,metro_dens_text.started,metro_users_text.started,uber_inicio_viaje_text.started,uber_travel_time_text.started,uber_cost_text.started,uber_stars_text.started,uber_gender_text.started,uber_record_text.started,key_resp.started,trial.stopped,task.key_resp.keys,task.key_resp.rt,task.key_resp.duration,text.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,1,9,2300,13,0,4,1,500,690,33,0,0,0,-1,90,2,1,1,0,0,0,1,3.60957089997828,None,0,0,0,0,0.07812449987977743,,0.07393169961869717,0.07812449987977743,0.20314790029078722,0.2195033999159932,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,0.24913060013204813,3.86814589984715,1,3.60957089997828,None,,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,2,15,7800,32,0,5,1,500,1030,18,1,2,1,1,60,1,1,1,1,1,0,2,0.4853999996557832,None,0,1,1,1,3.869560900144279,,3.8682811995968223,3.869560900144279,4.0529704997316,4.06142389960587,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.086245000362396,4.5864318003878,2,0.4853999996557832,None,4.086245000362396,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,3,21,5500,13,1,4,0,100,690,33,1,3,1,0,60,3,1,0,2,2,0,3,0.4318043999373913,None,0,2,2,2,4.590385699644685,,4.58656380046159,4.590385699644685,4.773775899782777,4.776713499799371,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,4.802862100303173,5.240587499924004,3,0.4318043999373913,None,4.802862100303173,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,4,15,5500,13,0,5,1,500,870,33,0,3,2,1,60,1,0,-1,3,3,0,2,0.3377326000481844,None,0,3,3,3,5.244486900046468,,5.24072500038892,5.244486900046468,5.427892699837685,5.430823000147939,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.456978200003505,5.811358800157905,2,0.3377326000481844,None,5.456978200003505,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,5,9,5500,32,1,4,0,500,1030,33,-1,1,3,1,30,3,0,-1,4,4,0,1,0.350848900154233,None,0,4,4,4,5.815303700044751,,5.811490699648857,5.815303700044751,5.998693199828267,6.001622799783945,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.027777999639511,6.382144100032747,1,0.350848900154233,None,6.027777999639511,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,6,15,2300,24,1,3,1,300,1030,33,-1,2,2,1,90,2,0,-1,5,5,0,3,1.7010762998834252,None,0,5,5,5,6.386103800497949,,6.382277600467205,6.386103800497949,6.569500599987805,6.5724106002599,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,6.598582400009036,8.307157499715686,3,1.7010762998834252,None,6.598582400009036,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,7,21,5500,32,0,4,1,100,1030,18,-1,0,2,1,90,0,1,0,6,6,0,2,0.48716369923204184,None,0,6,6,6,8.310990800149739,,8.307299599982798,8.310990800149739,8.494398600421846,8.497353499755263,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,8.523486900143325,9.023725300095975,2,0.48716369923204184,None,8.523486900143325,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,8,9,7800,24,0,5,0,300,690,18,0,2,3,0,30,1,1,0,7,7,0,1,0.4106665998697281,None,0,7,7,7,9.027631999924779,,9.023863200098276,9.027631999924779,9.211043000221252,9.213938400149345,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.240124699659646,9.657129200175405,1,0.4106665998697281,None,9.240124699659646,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,9,9,2300,32,0,5,0,300,1030,48,0,3,0,-1,60,2,1,-1,8,8,0,2,0.5450945999473333,None,0,8,8,8,9.660963700152934,,9.657268799841404,9.660963700152934,9.844325800426304,9.847220400348306,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,9.873458100482821,10.436845500022173,2,0.5450945999473333,None,9.873458100482821,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
1,10,15,7800,13,1,4,0,100,870,18,1,1,0,-1,30,1,0,-1,9,9,0,3,0.23111660033464432,None,0,9,9,9,10.44016719982028,,10.437109200283885,10.44016719982028,10.62345980014652,10.626383700408041,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.65254080016166,10.902725299820304,3,0.23111660033464432,None,10.65254080016166,384669,001,2025-11-10_01h53.40.807,v4,,2025.1.1,239.94452686109767,2025-11-10 01h53.43.304030 -0300,
