thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.058496300131082535,0.06367999967187643,0.06367999967187643,,,,,,,,,
