thisRow.t,notes,trial.started,fondo.started,textbox.started,textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08555740024894476,0.09177049994468689,0.09177049994468689,1.0838478999212384,,,,,,,,,
