thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07384390011429787,0.08146770019084215,0.08146770019084215,,,,,,,,,
