thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,textbox_2.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.10301380045711994,0.11175869964063168,0.11175869964063168,0.11175869964063168,0.11175869964063168,,,,,,,,,
