thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07377059943974018,0.07782030012458563,0.07782030012458563,,,,,,,,,
