thisN,thisTrialN,thisRepN,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,trial.started,fondo.started,cam_light.started,cam_travel_time.started,cam_cost.started,cam_dens.started,cam_sec.started,boton_caminata.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.09224889986217022,,0.08055899944156408,0.09224889986217022,0.09224889986217022,0.09224889986217022,0.09224889986217022,0.09224889986217022,0.09224889986217022,0.09224889986217022,,,,,,,,,
