thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0802024994045496,0.08487569913268089,0.08487569913268089,,,,,,,,,
