block,task,hora,uber_cost,uber_travel_time,uber_driver_gender,uber_stars,uber_record,uber_travels,metro_cost,metro_travel_time,metro_users,metro_inf,metro_guards,metro_dens,cam_travel_time,cam_sec,cam_light,cam_dens,thisN,thisTrialN,thisRepN,respuesta.keys,respuesta.rt,respuesta.duration,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,thisRow.t,notes,wait.started,text.started,wait.stopped,trial.started,fondo.started,cam_inicio_viaje.started,cam_travel_time_text.started,cam_cost_text.started,cam_dens_text.started,cam_sec_text.started,metro_inicio_viaje_text.started,metro_travel_time_text.started,metro_cost_text.started,metro_dens_text.started,metro_users_text.started,uber_inicio_viaje_text.started,uber_travel_time_text.started,uber_cost_text.started,uber_stars_text.started,uber_gender_text.started,uber_record_text.started,respuesta.started,trial.stopped,task.respuesta.keys,task.respuesta.rt,task.respuesta.duration,text.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,1,9,2300,13,0,4,1,500,690,33,0,0,0,-1,90,2,1,1,0,0,0,2,59.488940400013234,None,0,0,0,0,0.01662039998336695,,0.014018599991686642,0.01662039998336695,0.20227589999558404,0.24093299999367446,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,0.2693618999910541,59.854272099997615,2,59.488940400013234,None,,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,2,15,7800,32,0,5,1,500,1030,18,1,2,1,1,60,1,1,1,1,1,0,3,6.865485399990575,None,0,1,1,1,59.85641899998882,,59.85442079999484,59.85641899998882,60.05049889997463,60.06676979997428,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,60.08891849999782,66.95537989999866,3,6.865485399990575,None,60.08891849999782,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,3,21,5500,13,1,4,0,100,690,33,1,3,1,0,60,3,1,0,2,2,0,2,0.8382112999970559,None,0,2,2,2,66.96649219997926,,66.95551539998269,66.96649219997926,67.15023569998448,67.1525227999955,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,67.17378269997425,68.01877489997423,2,0.8382112999970559,None,67.17378269997425,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,4,15,5500,13,0,5,1,500,870,33,0,3,2,1,60,1,0,-1,3,3,0,3,0.3639604999916628,None,0,3,3,3,68.03322289997595,,68.0189141999872,68.03322289997595,68.21672459997353,68.21905179999885,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.23924909997731,68.61850339997909,3,0.3639604999916628,None,68.23924909997731,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,5,9,5500,32,1,4,0,500,1030,33,-1,1,3,1,30,3,0,-1,4,4,0,1,0.3049668000021484,None,0,4,4,4,68.6334147999878,,68.61864209998748,68.6334147999878,68.81690539998817,68.81917750000139,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,68.83927029999904,69.1519597999868,1,0.3049668000021484,None,68.83927029999904,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,6,15,2300,24,1,3,1,300,1030,33,-1,2,2,1,90,2,0,-1,5,5,0,2,1.6503644999756943,None,0,5,5,5,69.16654899998684,,69.15211609998369,69.16654899998684,69.35020979997353,69.35254259998328,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,69.37293549999595,71.03675559998374,2,1.6503644999756943,None,69.37293549999595,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,7,21,5500,32,0,4,1,100,1030,18,-1,0,2,1,90,0,1,0,6,6,0,3,0.3076731000037398,None,0,6,6,6,71.04992469999706,,71.03692839998985,71.04992469999706,71.23356769999373,71.2358680999896,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.25734179999563,71.56810849998146,3,0.3076731000037398,None,71.25734179999563,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,8,9,7800,24,0,5,0,300,690,18,0,2,3,0,30,1,1,0,7,7,0,3,0.3117539999948349,None,0,7,7,7,71.58307729999069,,71.56824689998757,71.58307729999069,71.76683579999371,71.76907449998544,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,71.78950189999887,72.11812049997388,3,0.3117539999948349,None,71.78950189999887,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,9,9,2300,32,0,5,0,300,1030,48,0,3,0,-1,60,2,1,-1,8,8,0,2,0.3055923000210896,None,0,8,8,8,72.13311429999885,,72.11826349998591,72.13311429999885,72.31668819999322,72.31945979999728,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.34159050000017,72.6510239999916,2,0.3055923000210896,None,72.34159050000017,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
1,10,15,7800,13,1,4,0,100,870,18,1,1,0,-1,30,1,0,-1,9,9,0,1,0.2504467999970075,None,0,9,9,9,72.65280929999426,,72.65116300000227,72.65280929999426,72.85003489998053,72.8523823999858,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,72.87267109999084,73.13746249998803,1,0.2504467999970075,None,72.87267109999084,776383,001,2025-11-10_13h51.17.615,v4-funcionando,,2025.1.1,59.9918531036778,2025-11-10 13h51.22.111551 -0300,
