thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.06554470025002956,0.07269089948385954,0.07269089948385954,,,,,,,,,
