thisRow.t,notes,trial.started,fondo_eleccion.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07009389996528625,0.07715130038559437,0.07715130038559437,,,,,,,,,
