thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,textbox_2.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.059931499883532524,0.07103190012276173,0.07103190012276173,0.07103190012276173,0.07103190012276173,,,,,,,,,
