thisRow.t,notes,trial.started,textbox.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0808263998478651,0.08403389994055033,1.00214449968189,pilot,001,2025-11-09_23h29.07.600,v2,,2025.1.1,239.79607698000652,2025-11-09 23h29.10.077470 -0300,
