thisRow.t,notes,trial.started,fondo_eleccion.started,textbox.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0745898000895977,0.08049690071493387,0.08049690071493387,,,,,,,,,
