thisRow.t,notes,trial.started,fondo.started,cam_light.started,cam_travel_time.started,cam_cost.started,cam_dens.started,cam_sec.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07269869931042194,0.08373179938644171,0.08373179938644171,0.08373179938644171,0.08373179938644171,0.08373179938644171,0.08373179938644171,,,,,,,,,
