thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08100560028105974,0.08683490008115768,0.08683490008115768,,,,,,,,,
