thisRow.t,notes,trial.started,fondo_eleccion.started,metro_costo.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0744615001603961,0.07869760040193796,0.07869760040193796,,,,,,,,,
