thisRow.t,notes,trial.started,fondo.started,textbox.started,textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0686082998290658,0.0742626003921032,0.0742626003921032,1.0616603000089526,,,,,,,,,
